"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UPM00033345","KIEV, UP","1995-12-21",,"2.0","23",,
"UPM00033345","KIEV, UP","1995-12-22",,"2.0","16","23","13"
"UPM00033345","KIEV, UP","1995-12-23","0.20","2.4","29","38","12"
"UPM00033345","KIEV, UP","1995-12-24",,"0.4","43","49","36"
"UPM00033345","KIEV, UP","1995-12-25","0.20","3.5","22",,
"UPM00033345","KIEV, UP","1995-12-26","0.24","2.8","22",,"15"
"UPM00033345","KIEV, UP","1995-12-27",,"3.9","20",,
"UPM00033345","KIEV, UP","1995-12-28",,"3.9","15","17","13"
"UPM00033345","KIEV, UP","1995-12-29",,"5.5","10",,"5"
"UPM00033345","KIEV, UP","1995-12-30",,"4.3","5","8","1"
"UPM00033345","KIEV, UP","1995-12-31",,,"4","11",
"UPM00033345","KIEV, UP","1996-01-01","0.19","4.7","8","14","-1"
"UPM00033345","KIEV, UP","1996-01-02","0.20","7.1","16","18","11"
"UPM00033345","KIEV, UP","1996-01-03","0.07","6.3","20","26","16"
"UPM00033345","KIEV, UP","1996-01-04","0.24","6.3","25","29","22"
"UPM00033345","KIEV, UP","1996-01-05","0.06","6.7","23","26","21"
"UPM00033345","KIEV, UP","1996-01-06","0.00","6.7","13","21","8"
"UPM00033345","KIEV, UP","1996-01-07","0.00","6.7","11","20","4"
"UPM00033345","KIEV, UP","1996-01-08","0.00","6.7","10","17","5"
"UPM00033345","KIEV, UP","1996-01-09","0.00","6.3","5","13","-2"
"UPM00033345","KIEV, UP","1996-01-10","0.00","6.3","8","16","2"
"UPM00033345","KIEV, UP","1996-01-11","0.00","6.3","14","22","7"
"UPM00033345","KIEV, UP","1996-01-12","0.00","6.3","24","27","20"
"UPM00033345","KIEV, UP","1996-01-13","0.00","5.9","20","24","13"
"UPM00033345","KIEV, UP","1996-01-14","0.00","5.9","11","17","4"
"UPM00033345","KIEV, UP","1996-01-15","0.00","5.9","10","17","4"
"UPM00033345","KIEV, UP","1996-01-16","0.00","5.9","16","25","8"
"UPM00033345","KIEV, UP","1996-01-17","0.00","5.9","15","23","8"
"UPM00033345","KIEV, UP","1996-01-18","0.01","5.1","13","19","9"
"UPM00033345","KIEV, UP","1996-01-19","0.00","5.1","14","20","8"
"UPM00033345","KIEV, UP","1996-01-20","0.01","5.1","17","21","14"
"UPM00033345","KIEV, UP","1996-01-21","0.06","7.5","20","22","18"
"UPM00033345","KIEV, UP","1996-01-22","0.02","9.1","19","21","18"
"UPM00033345","KIEV, UP","1996-01-23","0.03","9.4","13","18","6"
"UPM00033345","KIEV, UP","1996-01-24","0.01","9.4","5","13","-1"
"UPM00033345","KIEV, UP","1996-01-25","0.03","9.4","6","13","-1"
"UPM00033345","KIEV, UP","1996-01-26","0.00","9.8","12","16","5"
"UPM00033345","KIEV, UP","1996-01-27","0.37","10.6","17","19","14"
"UPM00033345","KIEV, UP","1996-01-28","0.14","11.4","16","19","14"
"UPM00033345","KIEV, UP","1996-01-29","0.01","11.4","13","18","10"
"UPM00033345","KIEV, UP","1996-01-30","0.01","11.4","15","17","13"
"UPM00033345","KIEV, UP","1996-01-31","0.02","11.8","19","24","14"
"UPM00033345","KIEV, UP","1996-02-01","0.00","11.8","16","24","8"
"UPM00033345","KIEV, UP","1996-02-02","0.00","11.0","12","18","4"
"UPM00033345","KIEV, UP","1996-02-03","0.00","10.6","11","18","2"
"UPM00033345","KIEV, UP","1996-02-04","0.01","9.4","23","27","18"
"UPM00033345","KIEV, UP","1996-02-05","0.00","9.4","18","23","15"
"UPM00033345","KIEV, UP","1996-02-06","0.00","9.1","11","20","5"
"UPM00033345","KIEV, UP","1996-02-07","0.00","9.1","5","10","-1"
"UPM00033345","KIEV, UP","1996-02-08","0.00","9.1","4","10","-3"
"UPM00033345","KIEV, UP","1996-02-09","0.00","9.1","9","15","2"
"UPM00033345","KIEV, UP","1996-02-10","0.00","9.1","3","11","-3"
"UPM00033345","KIEV, UP","1996-02-11","0.00","8.7","1","11","-9"
"UPM00033345","KIEV, UP","1996-02-12","0.00","8.7","7","12","3"
"UPM00033345","KIEV, UP","1996-02-13","0.17","10.2","11","15","7"
"UPM00033345","KIEV, UP","1996-02-14","0.07","10.6","15","21","11"
"UPM00033345","KIEV, UP","1996-02-15","0.07","11.4","18","22","15"
"UPM00033345","KIEV, UP","1996-02-16","0.06","11.4","23","28","18"
"UPM00033345","KIEV, UP","1996-02-17","0.06","11.8","32","38","27"
"UPM00033345","KIEV, UP","1996-02-18","0.00","12.2","33","37","29"
"UPM00033345","KIEV, UP","1996-02-19","0.00","9.8","26","35","14"
"UPM00033345","KIEV, UP","1996-02-20","0.00","9.1","31","35","28"
"UPM00033345","KIEV, UP","1996-02-21","0.22","9.1","36","37","33"
"UPM00033345","KIEV, UP","1996-02-22","0.28","8.7","34","36","29"
"UPM00033345","KIEV, UP","1996-02-23","0.00","3.5","29","32","26"
"UPM00033345","KIEV, UP","1996-02-24","0.74","6.3","32","35","28"
"UPM00033345","KIEV, UP","1996-02-25","0.00","5.5","28","33","22"
"UPM00033345","KIEV, UP","1996-02-26","0.00","5.1","26","35","20"
"UPM00033345","KIEV, UP","1996-02-27","0.00","4.3","19","29","11"
"UPM00033345","KIEV, UP","1996-02-28","0.00","4.3","20","29","11"
"UPM00033345","KIEV, UP","1996-02-29","0.00","4.3","21","30","11"
"UPM00033345","KIEV, UP","1996-03-01","0.01","4.7","23","27","19"
"UPM00033345","KIEV, UP","1996-03-02","0.10","5.1","24","28","20"
"UPM00033345","KIEV, UP","1996-03-03","0.24","6.3","25","29","21"
"UPM00033345","KIEV, UP","1996-03-04","0.30","8.3","22","27","19"
"UPM00033345","KIEV, UP","1996-03-05","0.02","8.7","20","24","14"
"UPM00033345","KIEV, UP","1996-03-06","0.01","9.1","25","31","18"
"UPM00033345","KIEV, UP","1996-03-07","0.00","9.4","24","28","18"
"UPM00033345","KIEV, UP","1996-03-08","0.00","9.4","21","28","13"
"UPM00033345","KIEV, UP","1996-03-09","0.00","8.3","22","30","15"
"UPM00033345","KIEV, UP","1996-03-10","0.02","8.3","24","27","21"
"UPM00033345","KIEV, UP","1996-03-11","0.30","8.7","21","24","18"
"UPM00033345","KIEV, UP","1996-03-12","0.07","10.6","24","26","20"
"UPM00033345","KIEV, UP","1996-03-13","0.00","11.4","22","26","17"
"UPM00033345","KIEV, UP","1996-03-14","0.00","11.4","25","28","22"
"UPM00033345","KIEV, UP","1996-03-15","0.00","11.0","28","31","25"
"UPM00033345","KIEV, UP","1996-03-16","0.00","10.6","28","34","25"
"UPM00033345","KIEV, UP","1996-03-17","0.00","9.1","25","34","15"
"UPM00033345","KIEV, UP","1996-03-18","0.00","8.3","26","32","19"
"UPM00033345","KIEV, UP","1996-03-19","0.00","8.3","26","31","20"
"UPM00033345","KIEV, UP","1996-03-20","0.00","8.3","28","32","23"
"UPM00033345","KIEV, UP","1996-03-21","0.00","8.3","30","37","24"
"UPM00033345","KIEV, UP","1996-03-22","0.00","7.9","29","36","20"
"UPM00033345","KIEV, UP","1996-03-23","0.00","6.3","29","38","19"
"UPM00033345","KIEV, UP","1996-03-24","0.00","5.1","30","39","20"
"UPM00033345","KIEV, UP","1996-03-25","0.00","2.4","31","38","25"
"UPM00033345","KIEV, UP","1996-03-26","0.00","1.2","30","36","23"
"UPM00033345","KIEV, UP","1996-03-27","0.00",,"29","38","17"
"UPM00033345","KIEV, UP","1996-03-28","0.04",,"35","37","33"
"UPM00033345","KIEV, UP","1996-03-29","0.52","2.0","32","33","31"
"UPM00033345","KIEV, UP","1996-03-30","0.13","2.8","34","38","30"
"UPM00033345","KIEV, UP","1996-03-31","0.00","2.4","35","42","26"
"UPM00033345","KIEV, UP","1996-04-01","0.55","1.2","35","39","32"
"UPM00033345","KIEV, UP","1996-04-02","0.00",,"36","46","26"
"UPM00033345","KIEV, UP","1996-04-03","0.00",,"35","38","31"
"UPM00033345","KIEV, UP","1996-04-04","0.00",,"40","48","35"
"UPM00033345","KIEV, UP","1996-04-05","0.00",,"44","54","34"
"UPM00033345","KIEV, UP","1996-04-06","0.00",,"44","55","33"
"UPM00033345","KIEV, UP","1996-04-07","0.00",,"45","57","35"
"UPM00033345","KIEV, UP","1996-04-08","0.00",,"41","52","33"
"UPM00033345","KIEV, UP","1996-04-09","0.03",,"40","46","34"
"UPM00033345","KIEV, UP","1996-04-10","0.04",,"38","44","35"
"UPM00033345","KIEV, UP","1996-04-11","0.00",,"40","47","35"
"UPM00033345","KIEV, UP","1996-04-12","0.06",,"42","45","39"
"UPM00033345","KIEV, UP","1996-04-13","0.00",,"44","54","37"
"UPM00033345","KIEV, UP","1996-04-14","0.23",,"43","52","36"
"UPM00033345","KIEV, UP","1996-04-15","0.02",,"38","44","34"
"UPM00033345","KIEV, UP","1996-04-16","0.00",,"49","58","41"
"UPM00033345","KIEV, UP","1996-04-17","0.54",,"45","53","42"
"UPM00033345","KIEV, UP","1996-04-18","0.07",,"50","59","40"
"UPM00033345","KIEV, UP","1996-04-19","0.00",,"54","62","45"
"UPM00033345","KIEV, UP","1996-04-20","0.00",,"56","64","46"
"UPM00033345","KIEV, UP","1996-04-21","0.00",,"57","68","48"
"UPM00033345","KIEV, UP","1996-04-22","0.00",,"62","72","51"
"UPM00033345","KIEV, UP","1996-04-23","0.00",,"64","73","53"
"UPM00033345","KIEV, UP","1996-04-24","0.00",,"64","76","51"
"UPM00033345","KIEV, UP","1996-04-25","0.00",,"68","79","59"
"UPM00033345","KIEV, UP","1996-04-26","0.02",,"60","70","54"
"UPM00033345","KIEV, UP","1996-04-27","0.10",,"54","61","51"
"UPM00033345","KIEV, UP","1996-04-28","0.00",,"50","61","41"
"UPM00033345","KIEV, UP","1996-04-29","0.00",,"57","69","47"
"UPM00033345","KIEV, UP","1996-04-30","0.00",,"64","75","55"
"UPM00033345","KIEV, UP","1996-05-01","0.00",,"65","78","53"
"UPM00033345","KIEV, UP","1996-05-02","0.00",,"65","74","54"
"UPM00033345","KIEV, UP","1996-05-03","0.08",,"62","73","51"
"UPM00033345","KIEV, UP","1996-05-04","0.09",,"62","75","51"
"UPM00033345","KIEV, UP","1996-05-05","0.30",,"56","66","52"
"UPM00033345","KIEV, UP","1996-05-06","0.00",,"60","71","47"
"UPM00033345","KIEV, UP","1996-05-07","0.00",,"64","74","54"
"UPM00033345","KIEV, UP","1996-05-08","0.00",,"69","81","56"
"UPM00033345","KIEV, UP","1996-05-09","0.00",,"71","82","60"
"UPM00033345","KIEV, UP","1996-05-10","0.00",,"72","84","60"
"UPM00033345","KIEV, UP","1996-05-11","0.02",,"72","85","62"
"UPM00033345","KIEV, UP","1996-05-12","0.03",,"69","77","65"
"UPM00033345","KIEV, UP","1996-05-13","0.00",,"73","86","63"
"UPM00033345","KIEV, UP","1996-05-14","0.00",,"72","83","60"
"UPM00033345","KIEV, UP","1996-05-15","0.01",,"67","78","56"
"UPM00033345","KIEV, UP","1996-05-16","0.00",,"71","83","61"
"UPM00033345","KIEV, UP","1996-05-17","0.00",,"71","79","63"
"UPM00033345","KIEV, UP","1996-05-18","0.00",,"71","83","61"
"UPM00033345","KIEV, UP","1996-05-19","0.02",,"72","82","63"
"UPM00033345","KIEV, UP","1996-05-20","0.17",,"74","90","62"
"UPM00033345","KIEV, UP","1996-05-21","0.00",,"65","75","49"
"UPM00033345","KIEV, UP","1996-05-22","0.09",,"54","63","47"
"UPM00033345","KIEV, UP","1996-05-23","0.00",,"54","63","45"
"UPM00033345","KIEV, UP","1996-05-24","0.06",,"56","64","51"
"UPM00033345","KIEV, UP","1996-05-25","0.03",,"60","70","50"
"UPM00033345","KIEV, UP","1996-05-26","0.00",,"68","78","58"
"UPM00033345","KIEV, UP","1996-05-27","0.06",,"60","71","50"
"UPM00033345","KIEV, UP","1996-05-28","0.00",,"64","76","51"
"UPM00033345","KIEV, UP","1996-05-29","0.14",,"67","80","58"
"UPM00033345","KIEV, UP","1996-05-30","0.00",,"64","72","57"
"UPM00033345","KIEV, UP","1996-05-31","0.00",,"63","69","57"
"UPM00033345","KIEV, UP","1996-06-01","0.00",,"61","69","52"
"UPM00033345","KIEV, UP","1996-06-02","0.00",,"63","72","54"
"UPM00033345","KIEV, UP","1996-06-03","0.00",,"66","76","55"
"UPM00033345","KIEV, UP","1996-06-04","0.00",,"69","77","60"
"UPM00033345","KIEV, UP","1996-06-05","0.00",,"71","81","63"
"UPM00033345","KIEV, UP","1996-06-06","0.00",,"66","73","56"
"UPM00033345","KIEV, UP","1996-06-07","0.00",,"70","81","56"
"UPM00033345","KIEV, UP","1996-06-08","0.00",,"71","81","62"
"UPM00033345","KIEV, UP","1996-06-09","0.00",,"69","80","58"
"UPM00033345","KIEV, UP","1996-06-10","0.00",,"75","89","60"
"UPM00033345","KIEV, UP","1996-06-11","0.09",,"75","86","67"
"UPM00033345","KIEV, UP","1996-06-12","0.00",,"74","81","67"
"UPM00033345","KIEV, UP","1996-06-13","0.00",,"75","87","63"
"UPM00033345","KIEV, UP","1996-06-14","0.81",,"58","74","51"
"UPM00033345","KIEV, UP","1996-06-15","0.06",,"56","63","50"
"UPM00033345","KIEV, UP","1996-06-16","0.00",,"56","65","46"
"UPM00033345","KIEV, UP","1996-06-17","0.09",,"56","66","50"
"UPM00033345","KIEV, UP","1996-06-18","0.00",,"58","69","49"
"UPM00033345","KIEV, UP","1996-06-19","0.00",,"66","79","52"
"UPM00033345","KIEV, UP","1996-06-20","0.06",,"66","74","61"
"UPM00033345","KIEV, UP","1996-06-21","0.00",,"66","77","58"
"UPM00033345","KIEV, UP","1996-06-22","0.06",,"72","86","64"
"UPM00033345","KIEV, UP","1996-06-23","0.00",,"75","86","65"
"UPM00033345","KIEV, UP","1996-06-24","0.00",,"71","80","63"
"UPM00033345","KIEV, UP","1996-06-25","0.00",,"64","72","55"
"UPM00033345","KIEV, UP","1996-06-26","0.47",,"60","67","57"
"UPM00033345","KIEV, UP","1996-06-27","1.24",,"56","60","55"
"UPM00033345","KIEV, UP","1996-06-28","0.01",,"60","71","54"
"UPM00033345","KIEV, UP","1996-06-29","0.00",,"62","69","54"
"UPM00033345","KIEV, UP","1996-06-30","0.00",,"67","78","54"
"UPM00033345","KIEV, UP","1996-07-01","0.02",,"64","72","56"
"UPM00033345","KIEV, UP","1996-07-02","0.00",,"65","72","59"
"UPM00033345","KIEV, UP","1996-07-03","0.02",,"68","81","58"
"UPM00033345","KIEV, UP","1996-07-04","0.17",,"63","71","58"
"UPM00033345","KIEV, UP","1996-07-05","0.00",,"66","76","56"
"UPM00033345","KIEV, UP","1996-07-06","0.00",,"71","82","58"
"UPM00033345","KIEV, UP","1996-07-07","0.42",,"74","89","65"
"UPM00033345","KIEV, UP","1996-07-08","0.46",,"74","86","64"
"UPM00033345","KIEV, UP","1996-07-09","0.00",,"81","92","70"
"UPM00033345","KIEV, UP","1996-07-10","0.00",,"67","80","61"
"UPM00033345","KIEV, UP","1996-07-11","0.00",,"69","83","58"
"UPM00033345","KIEV, UP","1996-07-12","0.00",,"68","74","63"
"UPM00033345","KIEV, UP","1996-07-13","0.00",,"68","77","58"
"UPM00033345","KIEV, UP","1996-07-14","0.00",,"71","81","60"
"UPM00033345","KIEV, UP","1996-07-15","0.00",,"75","85","64"
"UPM00033345","KIEV, UP","1996-07-16","0.00",,"70","79","64"
"UPM00033345","KIEV, UP","1996-07-17","0.06",,"61","68","55"
"UPM00033345","KIEV, UP","1996-07-18","0.00",,"59","70","50"
"UPM00033345","KIEV, UP","1996-07-19","0.10",,"60","70","53"
"UPM00033345","KIEV, UP","1996-07-20","0.02",,"58","65","53"
"UPM00033345","KIEV, UP","1996-07-21","0.00",,"60","69","52"
"UPM00033345","KIEV, UP","1996-07-22","0.01",,"57","68","49"
"UPM00033345","KIEV, UP","1996-07-23","0.08",,"58","66","51"
"UPM00033345","KIEV, UP","1996-07-24","0.00",,"62","74","51"
"UPM00033345","KIEV, UP","1996-07-25","0.00",,"67","79","56"
"UPM00033345","KIEV, UP","1996-07-26","1.30",,"62","72","59"
"UPM00033345","KIEV, UP","1996-07-27","0.06",,"63","74","57"
"UPM00033345","KIEV, UP","1996-07-28","0.00",,"68","78","59"
"UPM00033345","KIEV, UP","1996-07-29","0.00",,"72","81","63"
"UPM00033345","KIEV, UP","1996-07-30","0.00",,"72","81","63"
"UPM00033345","KIEV, UP","1996-07-31","0.00",,"74","85","66"
"UPM00033345","KIEV, UP","1996-08-01","0.00",,"72","79","66"
"UPM00033345","KIEV, UP","1996-08-02","0.00",,"73","86","65"
"UPM00033345","KIEV, UP","1996-08-03","0.00",,"75","85","63"
"UPM00033345","KIEV, UP","1996-08-04","0.00",,"74","86","65"
"UPM00033345","KIEV, UP","1996-08-05","0.00",,"67","73","62"
"UPM00033345","KIEV, UP","1996-08-06","0.00",,"63","68","60"
"UPM00033345","KIEV, UP","1996-08-07","0.32",,"61","65","58"
"UPM00033345","KIEV, UP","1996-08-08","0.80",,"54","60","50"
"UPM00033345","KIEV, UP","1996-08-09","0.01",,"61","70","52"
"UPM00033345","KIEV, UP","1996-08-10","0.00",,"62","70","53"
"UPM00033345","KIEV, UP","1996-08-11","0.00",,"62","72","52"
"UPM00033345","KIEV, UP","1996-08-12","0.00",,"65","75","53"
"UPM00033345","KIEV, UP","1996-08-13","0.00",,"67","78","56"
"UPM00033345","KIEV, UP","1996-08-14","0.00",,"70","80","59"
"UPM00033345","KIEV, UP","1996-08-15","0.00",,"70","81","61"
"UPM00033345","KIEV, UP","1996-08-16","0.00",,"68","81","54"
"UPM00033345","KIEV, UP","1996-08-17","0.00",,"70","82","57"
"UPM00033345","KIEV, UP","1996-08-18","0.00",,"73","85","64"
"UPM00033345","KIEV, UP","1996-08-19","0.00",,"74","86","64"
"UPM00033345","KIEV, UP","1996-08-20","0.00",,"69","78","63"
"UPM00033345","KIEV, UP","1996-08-21","0.00",,"69","75","63"
"UPM00033345","KIEV, UP","1996-08-22","0.19",,"67","77","62"
"UPM00033345","KIEV, UP","1996-08-23","0.40",,"64","73","60"
"UPM00033345","KIEV, UP","1996-08-24","0.08",,"65","71","61"
"UPM00033345","KIEV, UP","1996-08-25","0.00",,"64","70","60"
"UPM00033345","KIEV, UP","1996-08-26","0.00",,"63","67","60"
"UPM00033345","KIEV, UP","1996-08-27","0.00",,"63","73","56"
"UPM00033345","KIEV, UP","1996-08-28","0.00",,"61","73","48"
"UPM00033345","KIEV, UP","1996-08-29","0.00",,"63","75","50"
"UPM00033345","KIEV, UP","1996-08-30","0.00",,"65","78","53"
"UPM00033345","KIEV, UP","1996-08-31","0.00",,"66","79","53"
"UPM00033345","KIEV, UP","1996-09-01","0.00",,"69","83","60"
"UPM00033345","KIEV, UP","1996-09-02","0.00",,"67","76","60"
"UPM00033345","KIEV, UP","1996-09-03","0.00",,"67","72","64"
"UPM00033345","KIEV, UP","1996-09-04","0.00",,"65","76","62"
"UPM00033345","KIEV, UP","1996-09-05","0.06",,"60","63","57"
"UPM00033345","KIEV, UP","1996-09-06","0.03",,"59","64","57"
"UPM00033345","KIEV, UP","1996-09-07","0.00",,"60","70","52"
"UPM00033345","KIEV, UP","1996-09-08","0.52",,"58","65","53"
"UPM00033345","KIEV, UP","1996-09-09","0.57",,"55","57","53"
"UPM00033345","KIEV, UP","1996-09-10","0.00",,"53","58","51"
"UPM00033345","KIEV, UP","1996-09-11","0.07",,"52","60","47"
"UPM00033345","KIEV, UP","1996-09-12","0.06",,"51","58","47"
"UPM00033345","KIEV, UP","1996-09-13","0.35",,"52","58","45"
"UPM00033345","KIEV, UP","1996-09-14","0.14",,"54","58","52"
"UPM00033345","KIEV, UP","1996-09-15","1.37",,"47","52","43"
"UPM00033345","KIEV, UP","1996-09-16","0.28",,"46","48","44"
"UPM00033345","KIEV, UP","1996-09-17","0.96",,"45","51","43"
"UPM00033345","KIEV, UP","1996-09-18","0.10",,"48","49","45"
"UPM00033345","KIEV, UP","1996-09-19","0.00",,"49","56","44"
"UPM00033345","KIEV, UP","1996-09-20","0.00",,"47","56","40"
"UPM00033345","KIEV, UP","1996-09-21","0.00",,"45","52","37"
"UPM00033345","KIEV, UP","1996-09-22","0.00",,"45","55","35"
"UPM00033345","KIEV, UP","1996-09-23","0.00",,"45","56","35"
"UPM00033345","KIEV, UP","1996-09-24","0.09",,"44","49","36"
"UPM00033345","KIEV, UP","1996-09-25","0.33",,"46","49","43"
"UPM00033345","KIEV, UP","1996-09-26","0.11",,"51","57","46"
"UPM00033345","KIEV, UP","1996-09-27","0.00",,"52","55","49"
"UPM00033345","KIEV, UP","1996-09-28","0.00",,"51","58","46"
"UPM00033345","KIEV, UP","1996-09-29","0.00",,"42","51","34"
"UPM00033345","KIEV, UP","1996-09-30","0.00",,"41","49","31"
"UPM00033345","KIEV, UP","1996-10-01","0.00",,"51","62","44"
"UPM00033345","KIEV, UP","1996-10-02","0.00",,"50","60","41"
"UPM00033345","KIEV, UP","1996-10-03","0.03",,"53","64","46"
"UPM00033345","KIEV, UP","1996-10-04","0.21",,"49","57","43"
"UPM00033345","KIEV, UP","1996-10-05","0.00",,"48","60","35"
"UPM00033345","KIEV, UP","1996-10-06","0.00",,"49","60","38"
"UPM00033345","KIEV, UP","1996-10-07","0.00",,"52","60","47"
"UPM00033345","KIEV, UP","1996-10-08","0.00",,"51","61","44"
"UPM00033345","KIEV, UP","1996-10-09","0.00",,"52","63","44"
"UPM00033345","KIEV, UP","1996-10-10","0.00",,"52","61","41"
"UPM00033345","KIEV, UP","1996-10-11","0.00",,"52","56","49"
"UPM00033345","KIEV, UP","1996-10-12","0.00",,"46","54","37"
"UPM00033345","KIEV, UP","1996-10-13","0.00",,"44","56","36"
"UPM00033345","KIEV, UP","1996-10-14","0.00",,"48","59","38"
"UPM00033345","KIEV, UP","1996-10-15","0.00",,"48","60","37"
"UPM00033345","KIEV, UP","1996-10-16","0.00","40.2","47","57","37"
"UPM00033345","KIEV, UP","1996-10-17","0.00",,"51","57","45"
"UPM00033345","KIEV, UP","1996-10-18","0.00",,"51","54","45"
"UPM00033345","KIEV, UP","1996-10-19","0.00",,"58","69","52"
"UPM00033345","KIEV, UP","1996-10-20","0.22",,"51","57","47"
"UPM00033345","KIEV, UP","1996-10-21","0.00",,"48","53","43"
"UPM00033345","KIEV, UP","1996-10-22","0.00",,"44","52","40"
"UPM00033345","KIEV, UP","1996-10-23","0.02",,"47","50","45"
"UPM00033345","KIEV, UP","1996-10-24","0.55",,"46","47","44"
"UPM00033345","KIEV, UP","1996-10-25","0.16",,"43","45","42"
"UPM00033345","KIEV, UP","1996-10-26","0.00",,"43","47","41"
"UPM00033345","KIEV, UP","1996-10-27","0.00",,"40","44","37"
"UPM00033345","KIEV, UP","1996-10-28","0.00",,"36","44","30"
"UPM00033345","KIEV, UP","1996-10-29","0.00",,"37","42","30"
"UPM00033345","KIEV, UP","1996-10-30","0.34",,"44","47","41"
"UPM00033345","KIEV, UP","1996-10-31","0.10",,"42","47","39"
"UPM00033345","KIEV, UP","1996-11-01","0.02",,"42","46","38"
"UPM00033345","KIEV, UP","1996-11-02","0.01",,"45","48","41"
"UPM00033345","KIEV, UP","1996-11-03","0.13",,"50","55","45"
"UPM00033345","KIEV, UP","1996-11-04","0.00",,"54","57","52"
"UPM00033345","KIEV, UP","1996-11-05","0.00",,"54","63","44"
"UPM00033345","KIEV, UP","1996-11-06","0.00",,"50","58","47"
"UPM00033345","KIEV, UP","1996-11-07","0.00",,"51","60","42"
"UPM00033345","KIEV, UP","1996-11-08","0.00",,"49","54","45"
"UPM00033345","KIEV, UP","1996-11-09","0.03",,"39","46","34"
"UPM00033345","KIEV, UP","1996-11-10","0.00",,"39","47","32"
"UPM00033345","KIEV, UP","1996-11-11","0.00",,"42","48","35"
"UPM00033345","KIEV, UP","1996-11-12","0.00",,"42","48","39"
"UPM00033345","KIEV, UP","1996-11-13","0.00",,"45","53","38"
"UPM00033345","KIEV, UP","1996-11-14","0.00",,"49","56","46"
"UPM00033345","KIEV, UP","1996-11-15","0.00",,"42","47","40"
"UPM00033345","KIEV, UP","1996-11-16","0.00",,"40","42","39"
"UPM00033345","KIEV, UP","1996-11-17","0.00",,"41","43","40"
"UPM00033345","KIEV, UP","1996-11-18","0.00",,"44","48","40"
"UPM00033345","KIEV, UP","1996-11-19","0.01",,"48","50","45"
"UPM00033345","KIEV, UP","1996-11-20","0.00",,"50","56","45"
"UPM00033345","KIEV, UP","1996-11-21","0.07",,"47","53","42"
"UPM00033345","KIEV, UP","1996-11-22","0.38",,"43","53","37"
"UPM00033345","KIEV, UP","1996-11-23","0.00",,"34","38","31"
"UPM00033345","KIEV, UP","1996-11-24","0.27",,"42","47","34"
"UPM00033345","KIEV, UP","1996-11-25","1.08",,"46","50","38"
"UPM00033345","KIEV, UP","1996-11-26","0.32",,"38","41","36"
"UPM00033345","KIEV, UP","1996-11-27","0.07",,"38","41","35"
"UPM00033345","KIEV, UP","1996-11-28","0.46",,"44","46","39"
"UPM00033345","KIEV, UP","1996-11-29","0.01",,"34","40","32"
"UPM00033345","KIEV, UP","1996-11-30","0.43",,"41","46","33"
"UPM00033345","KIEV, UP","1996-12-01","0.07",,"41","45","38"
"UPM00033345","KIEV, UP","1996-12-02","0.04",,"40","44","37"
"UPM00033345","KIEV, UP","1996-12-03","0.43",,"44","45","42"
"UPM00033345","KIEV, UP","1996-12-04","0.22",,"41","45","39"
"UPM00033345","KIEV, UP","1996-12-05","0.00",,"37","41","36"
"UPM00033345","KIEV, UP","1996-12-06","0.00",,"36","38","35"
"UPM00033345","KIEV, UP","1996-12-07","0.00",,"37","38","36"
"UPM00033345","KIEV, UP","1996-12-08","0.02",,"35","36","33"
"UPM00033345","KIEV, UP","1996-12-09","0.00",,"33","34","32"
"UPM00033345","KIEV, UP","1996-12-10","0.00",,"32","33","31"
"UPM00033345","KIEV, UP","1996-12-11","0.00",,"30","31","29"
"UPM00033345","KIEV, UP","1996-12-12","0.00",,"31","33","30"
"UPM00033345","KIEV, UP","1996-12-13","0.00",,"35","37","33"
"UPM00033345","KIEV, UP","1996-12-14","0.00",,"36","38","35"
"UPM00033345","KIEV, UP","1996-12-15","0.12",,"31","35","27"
"UPM00033345","KIEV, UP","1996-12-16","0.08",,"29","35","25"
"UPM00033345","KIEV, UP","1996-12-17","0.00","2.4","27","32","22"
"UPM00033345","KIEV, UP","1996-12-18","0.01","2.0","31","33","28"
"UPM00033345","KIEV, UP","1996-12-19","0.03","1.2","34","39","29"
"UPM00033345","KIEV, UP","1996-12-20","0.00","0.4","22","29","18"
"UPM00033345","KIEV, UP","1996-12-21","0.01",,"16","20","13"
"UPM00033345","KIEV, UP","1996-12-22","0.00","0.4","17","27","12"
"UPM00033345","KIEV, UP","1996-12-23","0.00","0.4","22","25","17"
"UPM00033345","KIEV, UP","1996-12-24","0.00",,"12","18","8"
"UPM00033345","KIEV, UP","1996-12-25","0.00",,"11","15","5"
"UPM00033345","KIEV, UP","1996-12-26","0.00",,"8","15","0"
"UPM00033345","KIEV, UP","1996-12-27","0.00",,"-3","1","-7"
"UPM00033345","KIEV, UP","1996-12-28","0.00",,"-4","4","-9"
"UPM00033345","KIEV, UP","1996-12-29","0.00",,"0","7","-6"
"UPM00033345","KIEV, UP","1996-12-30","0.00",,"6","12","3"
"UPM00033345","KIEV, UP","1996-12-31","0.09","0.8","8","11","6"
"UPM00033345","KIEV, UP","1997-01-01","0.00","0.8","5","12","0"
"UPM00033345","KIEV, UP","1997-01-02","0.00","0.8","5","10","0"
"UPM00033345","KIEV, UP","1997-01-03","0.03","1.2","12","16","5"
"UPM00033345","KIEV, UP","1997-01-04","0.00","1.6","10","14","7"
